bus_id,latitude,longitude,passenger_count,route,speed,weather_condition,time_of_day,traffic_level,timestamp
bus_2,4.738580193557967,-74.5009909438441,5,route_2,25.388545264657456,Cloudy,Evening,3,2025-04-01 03:47:00
bus_1,4.560488196014323,-74.55580891914819,20,route_2,40.68189514946919,Sunny,Afternoon,2,2025-04-01 03:48:00
bus_1,4.549096782859712,-74.6154341685307,27,route_2,54.89676467218685,Sunny,Morning,3,2025-04-01 03:49:00
bus_2,4.549279739379298,-74.70812391376401,39,route_3,50.49622101514497,Sunny,Morning,1,2025-04-01 03:50:00
bus_4,4.744372416069415,-74.6128312491125,0,route_1,39.156510954979176,Cloudy,Afternoon,3,2025-04-01 03:51:00
bus_4,4.69955916620886,-74.6418875608265,35,route_1,46.51108588786246,Rainy,Morning,3,2025-04-01 03:52:00
bus_4,4.656919627430736,-74.67217498483289,20,route_2,28.241123510389933,Sunny,Afternoon,2,2025-04-01 03:53:00
bus_4,4.60764914523705,-74.76078688697794,34,route_2,42.04827640493789,Sunny,Afternoon,3,2025-04-01 03:54:00
bus_4,4.763160162243932,-74.53401873542786,12,route_2,33.30907955637785,Sunny,Afternoon,2,2025-04-01 03:55:00
bus_2,4.617733532226791,-74.6650646053536,9,route_2,19.496806822878046,Rainy,Evening,2,2025-04-01 03:56:00
bus_2,4.744979831841473,-74.74161324645377,9,route_1,45.08691369386286,Rainy,Afternoon,3,2025-04-01 03:57:00
bus_3,4.631740472571066,-74.68967219473681,12,route_3,37.8232318674411,Cloudy,Morning,1,2025-04-01 03:58:00
bus_4,4.613083328827472,-74.67576107424132,36,route_3,27.93107909767957,Rainy,Evening,2,2025-04-01 03:59:00
bus_2,4.6388039357008815,-74.55173863132994,37,route_3,55.566959503931535,Cloudy,Morning,3,2025-04-01 04:00:00
bus_3,4.590413362249243,-74.57991568583158,23,route_3,11.046705891336664,Cloudy,Evening,2,2025-04-01 04:01:00
bus_4,4.724282814052875,-74.56920853190759,1,route_2,25.7886575624748,Cloudy,Evening,1,2025-04-01 04:02:00
bus_1,4.650816117027744,-74.7966906206714,21,route_2,12.844069888882327,Cloudy,Evening,1,2025-04-01 04:03:00
bus_3,4.569663808544045,-74.67515380054607,16,route_2,48.32636581108136,Cloudy,Evening,2,2025-04-01 04:04:00
bus_2,4.769872371982371,-74.6555967545094,35,route_3,45.10537270568963,Sunny,Morning,1,2025-04-01 04:05:00
bus_1,4.6151673664119635,-74.79424231695307,13,route_2,26.567610936815854,Rainy,Afternoon,3,2025-04-01 04:06:00
bus_1,4.663065858334196,-74.72205603737649,9,route_2,43.78314511035365,Sunny,Morning,3,2025-04-01 04:07:00
bus_1,4.771941633289364,-74.57191305306335,34,route_1,29.796861309797492,Cloudy,Afternoon,2,2025-04-01 04:08:00
bus_3,4.687271398774198,-74.75886708828129,24,route_1,47.812689571121716,Rainy,Morning,1,2025-04-01 04:09:00
bus_2,4.5350694122125095,-74.63940696056422,2,route_2,32.70918313683531,Sunny,Evening,3,2025-04-01 04:10:00
bus_1,4.781949637084042,-74.73543943839482,37,route_1,30.61398639158328,Sunny,Evening,3,2025-04-01 04:11:00
bus_4,4.688312415921425,-74.79636376760683,16,route_1,56.73649577441505,Cloudy,Afternoon,3,2025-04-01 04:12:00
bus_1,4.600471684397125,-74.72763956272014,11,route_2,22.543954994535014,Sunny,Afternoon,2,2025-04-01 04:13:00
bus_1,4.541781621799016,-74.50723787352699,23,route_2,16.02236699982827,Sunny,Morning,2,2025-04-01 04:14:00
bus_3,4.738207556781089,-74.5595388664351,28,route_2,39.227155662972905,Sunny,Afternoon,3,2025-04-01 04:15:00
bus_3,4.686021826778554,-74.5121270067037,24,route_2,58.466090614208944,Sunny,Morning,3,2025-04-01 04:16:00
bus_2,4.660038327592896,-74.65364378682209,35,route_3,28.891960686359333,Sunny,Afternoon,1,2025-04-01 04:17:00
bus_4,4.7681677749152875,-74.76707914039675,25,route_3,13.101838181439076,Cloudy,Afternoon,1,2025-04-01 04:18:00
bus_3,4.7365791633673595,-74.63561215330789,37,route_2,26.96526336547837,Cloudy,Afternoon,1,2025-04-01 04:19:00
bus_1,4.545502463919825,-74.663686799632,0,route_1,35.29658271597792,Sunny,Evening,2,2025-04-01 04:20:00
bus_2,4.593516620338664,-74.54669287517811,19,route_2,18.096150331610687,Cloudy,Evening,3,2025-04-01 04:21:00
bus_1,4.5745467419443395,-74.77057522576473,27,route_2,42.9051109028246,Cloudy,Morning,2,2025-04-01 04:22:00
bus_1,4.723183887771803,-74.65352765889347,15,route_1,59.88746945051003,Rainy,Afternoon,3,2025-04-01 04:23:00
bus_3,4.510059730420734,-74.7549854005918,16,route_3,32.58697379907219,Sunny,Morning,1,2025-04-01 04:24:00
bus_2,4.670966905461395,-74.70259722193298,39,route_2,27.736427836510632,Cloudy,Afternoon,1,2025-04-01 04:25:00
bus_4,4.728737605722207,-74.57879287678367,27,route_2,30.035208341723333,Cloudy,Evening,1,2025-04-01 04:26:00
bus_4,4.763029691028525,-74.65719456118937,11,route_3,15.757308919760057,Sunny,Evening,1,2025-04-01 04:27:00
bus_3,4.602624524614773,-74.68723351445627,26,route_3,54.16368007131119,Rainy,Afternoon,3,2025-04-01 04:28:00
bus_3,4.746377191401604,-74.681657116429,29,route_1,30.7412827760676,Sunny,Afternoon,1,2025-04-01 04:29:00
bus_2,4.5331895210865625,-74.6621659694782,33,route_3,29.363720571242066,Rainy,Evening,3,2025-04-01 04:30:00
bus_4,4.753935687520356,-74.56449503684888,36,route_3,42.984513646523716,Sunny,Evening,3,2025-04-01 04:31:00
bus_4,4.538246598699595,-74.53237459331793,5,route_3,32.10167104655618,Sunny,Morning,2,2025-04-01 04:32:00
bus_4,4.61918618716811,-74.51339959404882,6,route_1,42.4116734403923,Sunny,Evening,1,2025-04-01 04:33:00
bus_1,4.739188609733866,-74.56392898412341,31,route_3,13.072314506539374,Sunny,Afternoon,1,2025-04-01 04:34:00
bus_4,4.544975228204632,-74.70537793127559,31,route_3,50.68616718611137,Rainy,Morning,2,2025-04-01 04:35:00
bus_1,4.568775418569793,-74.59355958817403,24,route_1,57.02519764397013,Rainy,Afternoon,3,2025-04-01 04:36:00
bus_2,4.71667577051792,-74.66871906278338,32,route_3,42.4382693079693,Cloudy,Morning,1,2025-04-01 04:37:00
bus_1,4.716010960963822,-74.72359881338619,6,route_3,57.72829644294054,Sunny,Afternoon,3,2025-04-01 04:38:00
bus_2,4.692344289865589,-74.54773852617222,11,route_1,17.571615718498165,Rainy,Evening,2,2025-04-01 04:39:00
bus_4,4.7081845333401295,-74.7884720953113,15,route_2,33.87080947401768,Rainy,Afternoon,3,2025-04-01 04:40:00
bus_4,4.662817333004279,-74.52947140235938,15,route_1,40.09033669727236,Rainy,Morning,1,2025-04-01 04:41:00
bus_2,4.575539717672086,-74.66155676061258,35,route_3,39.08683237105933,Sunny,Afternoon,3,2025-04-01 04:42:00
bus_3,4.6037087980511755,-74.60883955695752,12,route_3,30.07308895445216,Cloudy,Morning,3,2025-04-01 04:43:00
bus_2,4.554479315040427,-74.60219382333827,6,route_3,26.90422046831307,Rainy,Afternoon,1,2025-04-01 04:44:00
bus_3,4.772535168400088,-74.53146467778804,35,route_1,16.34120112752094,Sunny,Evening,1,2025-04-01 04:45:00
bus_1,4.675017538429836,-74.60899909534983,8,route_3,29.58712252811391,Rainy,Evening,3,2025-04-01 04:46:00
bus_1,4.620255425029092,-74.61581992457198,31,route_3,18.13304075527426,Rainy,Afternoon,3,2025-04-01 04:47:00
bus_1,4.63860174109324,-74.7800043878318,10,route_1,46.71828382461092,Cloudy,Afternoon,2,2025-04-01 04:48:00
bus_4,4.784185001883545,-74.64447759341644,7,route_2,20.4415467747295,Rainy,Afternoon,1,2025-04-01 04:49:00
bus_1,4.546005420934824,-74.75494929975488,32,route_2,12.928265264226692,Rainy,Morning,3,2025-04-01 04:50:00
bus_3,4.675868949605039,-74.57876986938355,22,route_3,37.61830689086172,Sunny,Afternoon,1,2025-04-01 04:51:00
bus_1,4.651766603665339,-74.64633342375619,24,route_1,39.76148663597008,Sunny,Afternoon,2,2025-04-01 04:52:00
bus_2,4.683436270630394,-74.59593166623749,7,route_3,53.59565306402528,Cloudy,Morning,3,2025-04-01 04:53:00
bus_2,4.505433055146252,-74.78749812981928,21,route_1,38.849080620884095,Sunny,Evening,3,2025-04-01 04:54:00
bus_4,4.761637172683245,-74.77456239518625,3,route_1,27.274042686172287,Sunny,Afternoon,3,2025-04-01 04:55:00
bus_2,4.779635484745084,-74.5851029835812,39,route_2,50.150594076316025,Cloudy,Afternoon,1,2025-04-01 04:56:00
bus_3,4.669539955076763,-74.7783746992004,2,route_2,37.01394465937105,Rainy,Evening,2,2025-04-01 04:57:00
bus_1,4.708995247163068,-74.77862298167042,28,route_1,13.964014231559588,Cloudy,Evening,1,2025-04-01 04:58:00
bus_4,4.776749814353188,-74.79636745742953,28,route_3,38.292528015662334,Sunny,Morning,3,2025-04-01 04:59:00
bus_1,4.7121715902940196,-74.51304958051016,33,route_2,55.40092727108312,Cloudy,Afternoon,2,2025-04-01 05:00:00
bus_1,4.545761712874278,-74.5787474921623,33,route_3,29.815631274911027,Rainy,Afternoon,3,2025-04-01 05:01:00
bus_3,4.672886508050044,-74.69402457744938,27,route_2,24.816290094990002,Cloudy,Morning,3,2025-04-01 05:02:00
bus_2,4.682014513914857,-74.7110393256137,12,route_2,17.173472850901003,Sunny,Evening,1,2025-04-01 05:03:00
bus_2,4.627239201390716,-74.69508903107625,14,route_3,17.572276096767865,Sunny,Morning,3,2025-04-01 05:04:00
bus_1,4.720933270687417,-74.56760394064564,22,route_2,31.638574217090945,Cloudy,Evening,2,2025-04-01 05:05:00
bus_4,4.780310104430704,-74.60158881667887,25,route_2,39.78399120807647,Rainy,Morning,3,2025-04-01 05:06:00
bus_2,4.777670553872032,-74.74444132963976,3,route_3,14.030770258480088,Cloudy,Evening,3,2025-04-01 05:07:00
bus_4,4.63525181142124,-74.74776719939977,25,route_2,56.978429451258286,Rainy,Morning,1,2025-04-01 05:08:00
bus_2,4.5339714137522265,-74.77048130508598,39,route_2,47.75668087225979,Rainy,Evening,2,2025-04-01 05:09:00
bus_4,4.7954523596887,-74.60190918408959,8,route_2,39.331195914183134,Cloudy,Evening,1,2025-04-01 05:10:00
bus_3,4.75166942593378,-74.57068820133348,4,route_3,51.42193354694954,Rainy,Evening,3,2025-04-01 05:11:00
bus_4,4.53739880436098,-74.72048607150249,31,route_1,14.009337840605664,Sunny,Evening,1,2025-04-01 05:12:00
bus_3,4.776252564785212,-74.79371651169072,19,route_3,33.841943886656225,Cloudy,Evening,1,2025-04-01 05:13:00
bus_3,4.760968908618638,-74.77534849975707,10,route_1,41.50465634308317,Rainy,Afternoon,1,2025-04-01 05:14:00
bus_4,4.655651417137822,-74.5096419895465,14,route_2,51.43264530591446,Sunny,Evening,1,2025-04-01 05:15:00
bus_3,4.6773826307234785,-74.71136656675677,31,route_1,49.17347800246338,Cloudy,Afternoon,3,2025-04-01 05:16:00
bus_1,4.619700811161039,-74.56923305564855,27,route_3,23.85346248566998,Sunny,Evening,3,2025-04-01 05:17:00
bus_3,4.516428491646609,-74.61260092934371,21,route_3,57.04400847796021,Sunny,Afternoon,2,2025-04-01 05:18:00
bus_2,4.60055917249377,-74.68541810810413,16,route_2,16.21729207154352,Sunny,Afternoon,1,2025-04-01 05:19:00
bus_4,4.740856034579403,-74.73829382134133,25,route_1,53.75668093105761,Rainy,Morning,1,2025-04-01 05:20:00
bus_1,4.501389606901381,-74.76358407455217,6,route_2,58.547012480230926,Cloudy,Evening,2,2025-04-01 05:21:00
bus_4,4.600049751507343,-74.61549610958834,25,route_2,18.85767616113128,Cloudy,Morning,1,2025-04-01 05:22:00
bus_2,4.619450608077283,-74.56760986580866,24,route_3,46.10330321018927,Rainy,Morning,2,2025-04-01 05:23:00
bus_2,4.661218680881377,-74.60682872393765,9,route_1,12.014275938899923,Cloudy,Evening,3,2025-04-01 05:24:00
bus_2,4.775956684923828,-74.64090936002525,18,route_1,30.271141256957748,Sunny,Morning,2,2025-04-01 05:25:00
bus_3,4.603903798309788,-74.78741463297051,10,route_1,35.8141649598837,Cloudy,Evening,1,2025-04-01 05:26:00
bus_3,4.604085960568868,-74.50945336672169,12,route_1,39.0322612954817,Rainy,Morning,2,2025-04-01 05:27:00
bus_4,4.721250374432924,-74.56038574250363,7,route_2,56.79686241242798,Sunny,Evening,3,2025-04-01 05:28:00
bus_4,4.635665382266942,-74.7121533889897,39,route_2,43.61253436470973,Rainy,Evening,1,2025-04-01 05:29:00
bus_1,4.567381446881995,-74.50600890119235,3,route_3,34.06389756096185,Sunny,Evening,3,2025-04-01 05:30:00
bus_1,4.635731854839808,-74.6194355231091,30,route_2,50.48375181329447,Sunny,Afternoon,3,2025-04-01 05:31:00
bus_4,4.54225710611394,-74.62527320253783,27,route_2,57.526641047720446,Cloudy,Morning,2,2025-04-01 05:32:00
bus_3,4.552916095951867,-74.57557804617115,10,route_3,11.103307434114543,Sunny,Afternoon,3,2025-04-01 05:33:00
bus_2,4.649510331821844,-74.55646906357296,0,route_3,59.126063612801936,Rainy,Morning,1,2025-04-01 05:34:00
bus_4,4.625677634851364,-74.60305641780054,37,route_3,14.306606953184016,Cloudy,Morning,3,2025-04-01 05:35:00
bus_1,4.77445377032043,-74.76157127609014,23,route_2,50.71933896343807,Rainy,Morning,3,2025-04-01 05:36:00
bus_3,4.60871816973499,-74.69851974820165,30,route_2,24.016737627570624,Sunny,Afternoon,2,2025-04-01 05:37:00
bus_4,4.6741765050834125,-74.52157490790219,25,route_3,16.608982887693585,Rainy,Morning,3,2025-04-01 05:38:00
bus_4,4.689679286375859,-74.73261531644684,4,route_3,31.992781985691746,Rainy,Afternoon,2,2025-04-01 05:39:00
bus_3,4.5039283369765,-74.68834989284875,19,route_3,42.19782897238068,Sunny,Evening,2,2025-04-01 05:40:00
bus_4,4.699061211605013,-74.67037693511674,10,route_2,29.04759225117375,Cloudy,Morning,1,2025-04-01 05:41:00
bus_3,4.5534107900609255,-74.66817850309167,32,route_2,12.728270414134947,Rainy,Morning,1,2025-04-01 05:42:00
bus_2,4.788321095240836,-74.61611812525165,37,route_1,39.97305698293583,Sunny,Evening,1,2025-04-01 05:43:00
bus_3,4.544598818325934,-74.51707724867659,26,route_2,55.120163805533736,Cloudy,Evening,1,2025-04-01 05:44:00
bus_3,4.624387237118107,-74.72779218645024,33,route_2,29.160768297362583,Cloudy,Morning,2,2025-04-01 05:45:00
bus_3,4.525604900423593,-74.76354958710972,14,route_2,20.81663888154135,Cloudy,Evening,3,2025-04-01 05:46:00
bus_4,4.799062275553784,-74.74075885304201,31,route_3,32.12886729664077,Rainy,Afternoon,1,2025-04-01 05:47:00
bus_4,4.650658503099373,-74.53392252993721,20,route_2,12.418135552439043,Rainy,Afternoon,1,2025-04-01 05:48:00
bus_3,4.678615505196013,-74.60625675620344,4,route_3,51.02437922401374,Rainy,Morning,1,2025-04-01 05:49:00
bus_4,4.520122943216529,-74.71422796322825,5,route_1,51.317040547509336,Cloudy,Afternoon,3,2025-04-01 05:50:00
bus_1,4.724988141119753,-74.55521591830941,37,route_1,39.40002317148142,Rainy,Afternoon,1,2025-04-01 05:51:00
bus_1,4.562971677928676,-74.54158900109097,21,route_3,27.655144446919476,Sunny,Morning,3,2025-04-01 05:52:00
bus_4,4.769416286832214,-74.54604569839292,17,route_3,49.989168222289166,Rainy,Evening,2,2025-04-01 05:53:00
bus_4,4.561541892144602,-74.52432203990813,13,route_3,37.73435123941836,Rainy,Morning,2,2025-04-01 05:54:00
bus_3,4.5572063161991,-74.72432769394798,9,route_2,51.29661542750081,Cloudy,Afternoon,2,2025-04-01 05:55:00
bus_2,4.510964900354429,-74.57348742137611,12,route_1,41.57293962915103,Rainy,Morning,3,2025-04-01 05:56:00
bus_4,4.641620083533,-74.66183815081776,30,route_3,49.22027366063986,Sunny,Morning,1,2025-04-01 05:57:00
bus_1,4.669452339978784,-74.54740043413298,29,route_2,39.928149660887996,Cloudy,Afternoon,1,2025-04-01 05:58:00
bus_3,4.5197125918285055,-74.58145279685152,2,route_1,30.70705341078331,Sunny,Afternoon,1,2025-04-01 05:59:00
bus_4,4.732658285008503,-74.56706576605008,29,route_2,57.89729299630688,Cloudy,Morning,1,2025-04-01 06:00:00
bus_1,4.6359866504244085,-74.60315144869568,5,route_1,37.055691243942235,Cloudy,Afternoon,1,2025-04-01 06:01:00
bus_1,4.657317080798274,-74.74677136915909,28,route_2,40.25447592702692,Rainy,Afternoon,3,2025-04-01 06:02:00
bus_2,4.632228824081468,-74.63649192433091,7,route_1,21.024381970737462,Sunny,Afternoon,2,2025-04-01 06:03:00
bus_3,4.6202289182625975,-74.50459907814265,32,route_1,41.28253947136382,Cloudy,Afternoon,1,2025-04-01 06:04:00
bus_3,4.667892099392465,-74.51878358005087,16,route_2,38.58038247414719,Rainy,Afternoon,2,2025-04-01 06:05:00
bus_2,4.546572073779214,-74.7870478792609,10,route_3,19.241919897351245,Cloudy,Afternoon,3,2025-04-01 06:06:00
bus_2,4.554578439148582,-74.75055555528117,12,route_1,12.979354867657186,Cloudy,Evening,3,2025-04-01 06:07:00
bus_3,4.758535686304055,-74.76048136796364,10,route_3,40.21796598573856,Cloudy,Morning,1,2025-04-01 06:08:00
bus_3,4.78383463864009,-74.58220602700442,30,route_2,48.18461346751603,Cloudy,Afternoon,3,2025-04-01 06:09:00
bus_4,4.611992794883926,-74.55466440104291,27,route_3,36.17006854610041,Cloudy,Morning,2,2025-04-01 06:10:00
bus_4,4.581223401943066,-74.73594659010679,5,route_3,21.338631265982286,Cloudy,Evening,1,2025-04-01 06:11:00
bus_2,4.693199862971705,-74.64824419211445,15,route_3,43.326098834651745,Rainy,Afternoon,1,2025-04-01 06:12:00
bus_4,4.622620251329429,-74.54778909159664,3,route_3,14.005286330480113,Cloudy,Morning,2,2025-04-01 06:13:00
bus_1,4.507615906698104,-74.58015953657012,34,route_3,32.09168524009773,Sunny,Afternoon,1,2025-04-01 06:14:00
bus_4,4.546845779209857,-74.63732883835245,25,route_1,18.168337919921008,Rainy,Afternoon,1,2025-04-01 06:15:00
bus_4,4.714791668654219,-74.62289569286237,11,route_1,19.22295255299417,Sunny,Afternoon,2,2025-04-01 06:16:00
bus_1,4.697677182573045,-74.64749183592511,10,route_1,20.114697457910182,Cloudy,Afternoon,1,2025-04-01 06:17:00
bus_2,4.508128797751045,-74.71073546460435,36,route_2,29.335352852198895,Sunny,Afternoon,1,2025-04-01 06:18:00
bus_1,4.566591648579885,-74.63049340214229,24,route_3,12.557510281019882,Cloudy,Afternoon,2,2025-04-01 06:19:00
bus_4,4.569322438976421,-74.59333440938497,17,route_1,29.88967204645491,Cloudy,Afternoon,3,2025-04-01 06:20:00
bus_2,4.7015678230796185,-74.53800312524176,18,route_2,35.585372355735046,Rainy,Evening,2,2025-04-01 06:21:00
bus_4,4.505913161326309,-74.60911259380623,22,route_1,34.16471424831626,Rainy,Evening,1,2025-04-01 06:22:00
bus_1,4.531232574595372,-74.57166353888705,37,route_1,29.139205020152026,Cloudy,Afternoon,2,2025-04-01 06:23:00
bus_1,4.739974825611957,-74.75197850951362,17,route_3,51.957330403537625,Rainy,Afternoon,1,2025-04-01 06:24:00
bus_4,4.5535633986163,-74.66153275767407,25,route_2,17.266334621025205,Sunny,Evening,1,2025-04-01 06:25:00
bus_3,4.695823832355562,-74.79720051405187,5,route_3,35.284837189068696,Rainy,Evening,2,2025-04-01 06:26:00
bus_3,4.571454834314018,-74.7259963406435,3,route_3,13.102070847827715,Rainy,Evening,1,2025-04-01 06:27:00
bus_1,4.529832417827803,-74.5820614854661,28,route_1,13.557783943895487,Sunny,Afternoon,3,2025-04-01 06:28:00
bus_1,4.5729516572998365,-74.5024570145952,33,route_3,38.69329248385482,Rainy,Morning,1,2025-04-01 06:29:00
bus_3,4.716680079556697,-74.77024657012383,16,route_2,38.30092124439105,Cloudy,Morning,2,2025-04-01 06:30:00
bus_3,4.756708940431886,-74.67955170524161,15,route_3,53.90167564222285,Sunny,Morning,3,2025-04-01 06:31:00
bus_4,4.749065959370097,-74.55997870939025,1,route_3,37.89368378300366,Cloudy,Morning,3,2025-04-01 06:32:00
bus_4,4.619155058885537,-74.73878930961133,33,route_3,57.98955102024251,Sunny,Afternoon,1,2025-04-01 06:33:00
bus_3,4.700425540971194,-74.63347451520931,7,route_1,12.434742419996489,Cloudy,Morning,2,2025-04-01 06:34:00
bus_4,4.561495288624746,-74.5800786111911,12,route_2,14.900384239037052,Cloudy,Evening,1,2025-04-01 06:35:00
bus_4,4.587944319078304,-74.61520436492195,7,route_1,12.20329307851907,Rainy,Evening,1,2025-04-01 06:36:00
bus_2,4.768900745556336,-74.74359257961537,29,route_1,19.263842516677002,Cloudy,Morning,2,2025-04-01 06:37:00
bus_4,4.503900577053221,-74.69338462939427,31,route_1,37.063505547083906,Rainy,Evening,2,2025-04-01 06:38:00
bus_1,4.525652559256341,-74.56486246465438,35,route_1,42.2786090713714,Sunny,Afternoon,1,2025-04-01 06:39:00
bus_4,4.562365876543808,-74.6337320457604,29,route_1,12.279257897433439,Cloudy,Morning,3,2025-04-01 06:40:00
bus_4,4.507959661162146,-74.79843111593712,0,route_2,57.298544492279966,Cloudy,Morning,1,2025-04-01 06:41:00
bus_3,4.554430630526939,-74.57170277199157,38,route_3,52.10826883251905,Sunny,Afternoon,3,2025-04-01 06:42:00
bus_1,4.674912468290907,-74.78940659351792,16,route_1,24.830624107854657,Sunny,Evening,1,2025-04-01 06:43:00
bus_4,4.626427365177749,-74.57627986518062,19,route_1,13.859376511323397,Cloudy,Afternoon,2,2025-04-01 06:44:00
bus_4,4.767801513323092,-74.73925583195043,23,route_2,18.494353660952864,Sunny,Afternoon,3,2025-04-01 06:45:00
bus_2,4.745233068521532,-74.51257795596419,21,route_2,16.34722068774863,Rainy,Evening,2,2025-04-01 06:46:00
bus_4,4.6025452055093625,-74.68961777460937,28,route_3,16.164188964947343,Sunny,Afternoon,2,2025-04-01 06:47:00
bus_4,4.577827030029388,-74.70192051509858,21,route_2,35.9280844332867,Sunny,Evening,2,2025-04-01 06:48:00
bus_2,4.61390772245018,-74.75533358490027,8,route_3,22.292372124670017,Cloudy,Evening,2,2025-04-01 06:49:00
bus_3,4.677088482754442,-74.70831873535293,36,route_1,27.906985826457223,Rainy,Afternoon,2,2025-04-01 06:50:00
bus_4,4.580419092246863,-74.53700477145154,9,route_1,59.475266669216126,Sunny,Evening,1,2025-04-01 06:51:00
bus_2,4.6872446723547405,-74.50109969871183,35,route_3,44.21571244626724,Rainy,Afternoon,3,2025-04-01 06:52:00
bus_1,4.622823495657372,-74.68950714084794,36,route_2,57.44903335235007,Rainy,Evening,1,2025-04-01 06:53:00
bus_3,4.665614154255594,-74.66541681071364,27,route_3,17.12782775165578,Rainy,Morning,1,2025-04-01 06:54:00
bus_1,4.630837958740595,-74.58337871853918,27,route_2,29.106973741628465,Cloudy,Evening,1,2025-04-01 06:55:00
bus_1,4.588339727862575,-74.53414126586048,20,route_1,37.736590164117715,Sunny,Evening,2,2025-04-01 06:56:00
bus_2,4.784535992088647,-74.62208669974396,23,route_2,13.8379030944369,Cloudy,Afternoon,1,2025-04-01 06:57:00
bus_4,4.729081738247928,-74.68254229054665,39,route_3,10.209372181397892,Sunny,Evening,3,2025-04-01 06:58:00
bus_2,4.542033952729936,-74.67621344774541,1,route_3,43.521716689845874,Sunny,Morning,1,2025-04-01 06:59:00
bus_2,4.760540392769373,-74.59131455605096,7,route_1,42.09097584007176,Cloudy,Morning,2,2025-04-01 07:00:00
bus_2,4.646229359474854,-74.79903452091871,26,route_2,30.53944049998059,Rainy,Evening,3,2025-04-01 07:01:00
bus_2,4.768365668068228,-74.61412319876204,21,route_2,34.48220380160163,Rainy,Evening,3,2025-04-01 07:02:00
bus_3,4.739956576784194,-74.69335209686759,36,route_2,30.77215002960448,Sunny,Morning,3,2025-04-01 07:03:00
bus_4,4.62756405134077,-74.56174080061687,26,route_1,11.200252242244442,Cloudy,Afternoon,3,2025-04-01 07:04:00
bus_1,4.506740792496036,-74.77210280805306,28,route_2,26.768580310873123,Rainy,Morning,1,2025-04-01 07:05:00
bus_1,4.580603207815484,-74.62353931991548,2,route_3,18.854112769864493,Rainy,Morning,2,2025-04-01 07:06:00
bus_4,4.66249026439826,-74.65570813303417,12,route_2,14.921209455068437,Sunny,Evening,3,2025-04-01 07:07:00
bus_1,4.690043465947844,-74.60730234222844,9,route_1,57.83602169446749,Sunny,Evening,3,2025-04-01 07:08:00
bus_4,4.577366305629961,-74.78054392165511,35,route_2,39.96798625210828,Cloudy,Morning,2,2025-04-01 07:09:00
bus_1,4.541806822221847,-74.62600486377156,8,route_2,46.432814211830134,Sunny,Afternoon,1,2025-04-01 07:10:00
bus_2,4.7504790710397895,-74.63155462361215,26,route_3,25.768187163305875,Rainy,Morning,3,2025-04-01 07:11:00
bus_1,4.795320654211065,-74.63180197167515,33,route_2,29.65735647470076,Rainy,Morning,1,2025-04-01 07:12:00
bus_4,4.657707054690806,-74.61895370002107,0,route_3,21.846199694836173,Rainy,Afternoon,1,2025-04-01 07:13:00
bus_4,4.551503785754491,-74.59705961883209,31,route_3,14.848283548271237,Rainy,Morning,1,2025-04-01 07:14:00
bus_4,4.58169219795581,-74.55850330009577,24,route_1,18.95158187207919,Cloudy,Morning,1,2025-04-01 07:15:00
bus_4,4.50551720296424,-74.71905378396153,28,route_3,49.87570226482429,Cloudy,Evening,3,2025-04-01 07:16:00
bus_4,4.774289641968149,-74.55248517694598,6,route_3,43.87729025918879,Sunny,Afternoon,3,2025-04-01 07:17:00
bus_3,4.535325324867042,-74.65052329532097,2,route_1,37.34644379927384,Sunny,Evening,1,2025-04-01 07:18:00
bus_3,4.672954942654276,-74.7768825162597,19,route_3,33.75449364333841,Sunny,Evening,1,2025-04-01 07:19:00
bus_1,4.582216566206162,-74.7824347212268,19,route_1,56.12171418280622,Cloudy,Afternoon,2,2025-04-01 07:20:00
bus_4,4.666253400754738,-74.69972850439117,29,route_2,13.63674738893342,Rainy,Afternoon,2,2025-04-01 07:21:00
bus_1,4.695426116505559,-74.56453090686657,34,route_1,24.030040661895796,Sunny,Morning,2,2025-04-01 07:22:00
bus_4,4.748922541112161,-74.58769571957772,34,route_3,27.4968926785357,Rainy,Evening,3,2025-04-01 07:23:00
bus_4,4.561926381528181,-74.56341551059828,38,route_1,49.12129061063939,Sunny,Afternoon,2,2025-04-01 07:24:00
bus_3,4.503298748597544,-74.64481928306752,26,route_3,59.62573100809857,Sunny,Evening,3,2025-04-01 07:25:00
bus_3,4.541065689020642,-74.66794030061335,25,route_2,22.03352573785765,Sunny,Evening,3,2025-04-01 07:26:00
bus_2,4.770005592554432,-74.75576424198812,13,route_1,53.71536670685403,Sunny,Afternoon,3,2025-04-01 07:27:00
bus_3,4.762167023268755,-74.7015421739172,16,route_2,51.53113802158956,Sunny,Morning,3,2025-04-01 07:28:00
bus_2,4.6792239306510925,-74.66979419014784,17,route_3,21.23286988208833,Rainy,Evening,2,2025-04-01 07:29:00
bus_2,4.6801550581300955,-74.77341987109611,28,route_3,29.966629009961128,Sunny,Afternoon,1,2025-04-01 07:30:00
bus_2,4.699511002363876,-74.73381641418663,19,route_2,30.483643464625956,Rainy,Morning,1,2025-04-01 07:31:00
bus_2,4.552611383587035,-74.62053241178087,26,route_1,58.91103342632792,Cloudy,Evening,1,2025-04-01 07:32:00
bus_2,4.774323583777488,-74.57930106572825,17,route_1,19.044595068944915,Sunny,Afternoon,2,2025-04-01 07:33:00
bus_1,4.625631157467621,-74.50049574658212,3,route_3,49.957898555239105,Rainy,Evening,1,2025-04-01 07:34:00
